CustomerID,Gender,Age,TenureMonths,ContractType,PaymentMethod,MonthlyCharges,TotalCharges,HasOnlineSupport,HasPhoneService,HasExtraServices,Churn,ChurnFlag,ChurnProbability,RiskSegment
C0478,Female,51,54,Month-to-month,Credit card,93.15,5041.64,Yes,Yes,Yes,No,0,0.271892170033432,Low
C0479,Male,45,55,Two year,Credit card,38.74,2067.69,Yes,Yes,No,No,0,0.06678741677353754,Low
C0480,Female,48,51,Two year,Direct debit,105.82,5366.0,Yes,Yes,Yes,Yes,1,0.1984995366618462,Low
C0481,Female,25,40,One year,Direct debit,101.91,4057.64,No,Yes,Yes,No,0,0.17541825488013976,Low
C0482,Female,56,15,One year,Credit card,74.08,1095.31,Yes,Yes,No,No,0,0.17712973305907845,Low
C0483,Male,43,21,One year,Direct debit,91.02,1975.5,Yes,Yes,Yes,No,0,0.1453168571977994,Low
C0484,Female,51,47,Month-to-month,Credit card,51.44,2445.56,Yes,Yes,Yes,No,0,0.18307195533630408,Low
C0485,Male,20,9,One year,Bank transfer,67.12,548.51,No,Yes,No,No,0,0.15928210808187224,Low
C0486,Female,67,53,One year,Direct debit,102.16,5426.81,Yes,No,No,No,0,0.19417936612300624,Low
C0487,Male,29,9,One year,Credit card,65.93,618.28,Yes,No,Yes,No,0,0.1071323391387091,Low
C0488,Female,18,10,One year,Direct debit,55.78,614.81,Yes,No,Yes,No,0,0.14551310449031535,Low
C0489,Male,61,52,Month-to-month,Credit card,69.42,3688.87,Yes,Yes,Yes,No,0,0.17504130103001522,Low
C0490,Male,22,57,Month-to-month,Credit card,102.82,5809.99,Yes,Yes,No,No,0,0.2956266448271173,Low
C0491,Female,47,53,Month-to-month,Direct debit,53.52,2796.02,Yes,Yes,Yes,Yes,1,0.2041386938646117,Low
C0492,Male,47,26,Month-to-month,Bank transfer,37.38,909.0,Yes,Yes,No,Yes,1,0.2303309384601795,Low
C0493,Male,34,41,One year,Credit card,91.2,3727.5,Yes,Yes,No,No,0,0.12528157297522424,Low
C0494,Female,65,35,One year,Credit card,102.6,3614.32,Yes,Yes,Yes,No,0,0.15050847562121583,Low
C0495,Male,64,52,One year,Credit card,30.06,1612.49,Yes,Yes,Yes,No,0,0.037840226458712524,Low
C0496,Male,40,25,Month-to-month,Bank transfer,43.99,1095.95,No,Yes,Yes,Yes,1,0.20874714833966992,Low
C0497,Male,32,26,One year,Bank transfer,34.2,873.21,Yes,Yes,Yes,No,0,0.06586362101777697,Low
C0498,Female,54,11,Month-to-month,Direct debit,54.79,610.28,Yes,Yes,No,Yes,1,0.4128812546106263,Medium
C0499,Male,38,38,Month-to-month,Bank transfer,65.04,2429.76,Yes,Yes,Yes,No,0,0.20314557235134223,Low
C0500,Female,31,2,One year,Direct debit,94.88,294.24,Yes,Yes,Yes,No,0,0.219740085120411,Low
